session_id,trial_id,cmd_vx,cmd_vy,cmd_wz,design_source,ramp_in_s,settle_s,measure_s,ramp_out_s,sample_rate_hz
go2-session-03,46,-0.2006164469068245,-0.07569067710423083,-0.5466267043300235,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,47,-0.3101186410056502,-0.10943992226474897,0.6426751797824917,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,48,0.11530492096991685,0.23520806394127275,-0.4035535263122376,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,49,-0.35,0.15,0.45,anchor,0.6,0.8,2.0,0.6,50.0
go2-session-03,50,-0.1617081906529974,0.20979333739162026,0.14304767675747065,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,51,0.31647424778818367,0.2417978697808863,0.6304678308494354,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,52,-0.3461041300965928,-0.07382498163568868,0.6897522126096931,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,53,-0.5003547661419053,0.18239833204288314,0.11085531350305333,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,54,0.411570711449181,0.29163212058078486,-0.6289810704303811,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,55,0.25,0.0,-0.5,sentinel,0.6,0.8,2.0,0.6,50.0
go2-session-03,56,0.4635807753104805,0.143607004226045,-0.01624632116484448,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,57,-0.5189558650626497,-0.05568093697765952,0.1902789355592004,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,58,-0.496119639464698,-0.13643553640962322,0.277966947572436,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,59,0.35,-0.15,0.45,anchor,0.6,0.8,2.0,0.6,50.0
go2-session-03,60,-0.15584489966522008,-0.03483870835059327,-0.5606530498484389,lhs,0.6,0.8,2.0,0.6,50.0
