map,seed,method,success,collision,arrival_time_s,completion_time_s,path_length_m,arrival_x,arrival_y,goal_distance_at_arrival_m,final_x,final_y,goal_distance_m,stall_recovery_attempts,regular_recovery_attempts,emergency_recovery_attempts,velocity_feedback_updates,height_rate_guard_updates,high_rate_height_interlock_updates,serious_safety_event
replicate_offset_slalom,10552,B0_raw,False,False,nan,60.0,0.49081064744882497,nan,nan,nan,0.156219482421875,0.04726719856262207,3.0041523905823864,3,3,0,0,0,36,False
replicate_offset_slalom,10553,B0_raw,False,False,nan,60.0,1.1608155216017622,nan,nan,nan,0.5824947357177734,-0.04287838935852051,2.5778618938330604,4,3,1,0,25,108,False
replicate_offset_slalom,10554,B0_raw,False,False,nan,60.0,1.0917433229017206,nan,nan,nan,0.8073015213012695,-0.02405071258544922,2.3528214059820156,3,3,0,0,16,148,False
replicate_offset_slalom,10555,B0_raw,False,False,nan,60.0,0.5588353276200451,nan,nan,nan,0.2486705780029297,0.05985069274902344,2.91194455799013,3,3,0,0,0,119,False
replicate_offset_slalom,10556,B0_raw,False,False,nan,60.0,0.6713078301688711,nan,nan,nan,0.31580448150634766,0.10408592224121094,2.8460994407483695,3,3,0,0,4,291,False
replicate_offset_slalom,10557,B0_raw,False,False,nan,60.0,1.346853259870386,nan,nan,nan,0.46785736083984375,0.10273551940917969,2.694102183758531,3,3,0,0,4,195,False
replicate_offset_slalom,10558,B0_raw,False,False,nan,60.0,0.6461408737341117,nan,nan,nan,0.20466995239257812,0.04312324523925781,2.955644651268358,3,3,0,0,4,28,False
replicate_offset_slalom,10559,B0_raw,False,False,nan,60.0,0.44932001725283044,nan,nan,nan,0.1596813201904297,0.029296875,3.0004617123534523,3,3,0,0,0,169,False
replicate_offset_slalom,10560,B0_raw,False,False,nan,60.0,1.4669700308350002,nan,nan,nan,0.9598255157470703,-0.08787298202514648,2.201928568806817,3,3,0,0,24,121,False
replicate_offset_slalom,10561,B0_raw,False,False,nan,60.0,1.8652173110665444,nan,nan,nan,1.3020591735839844,-0.029193878173828125,1.858170174388303,3,3,0,0,72,80,False
replicate_offset_slalom,10562,B0_raw,False,False,nan,60.0,0.7439949923195854,nan,nan,nan,0.24128341674804688,0.11901473999023438,2.9211420714653538,3,3,0,0,0,52,False
replicate_offset_slalom,10563,B0_raw,False,False,nan,60.0,1.2931052038841244,nan,nan,nan,0.25443458557128906,0.09672355651855469,2.9071748870527014,3,3,0,0,0,33,False
replicate_offset_slalom,10564,B0_raw,False,False,nan,60.0,0.699859275843437,nan,nan,nan,0.22020721435546875,0.02806854248046875,2.93992677895294,3,3,0,0,4,26,False
replicate_offset_slalom,10565,B0_raw,False,False,nan,60.0,0.8544497548218715,nan,nan,nan,0.21441078186035156,0.07732772827148438,2.946604048660114,3,3,0,0,0,29,False
replicate_offset_slalom,10566,B0_raw,False,False,nan,60.0,0.6014582509728825,nan,nan,nan,0.21026229858398438,0.024951934814453125,2.9498432341746614,3,3,0,0,4,79,False
replicate_offset_slalom,10567,B0_raw,False,False,nan,60.0,0.8672323659259291,nan,nan,nan,0.4406871795654297,0.09680938720703125,2.7210355148052034,3,3,0,0,20,168,False
replicate_offset_slalom,10568,B0_raw,False,False,nan,60.0,1.1621317501487738,nan,nan,nan,0.6872768402099609,0.023525238037109375,2.472835065625433,3,3,0,0,32,127,False
replicate_offset_slalom,10569,B0_raw,False,False,nan,60.0,0.6719917797413473,nan,nan,nan,0.23013877868652344,0.07660770416259766,2.930862589152477,3,3,0,0,0,31,False
replicate_offset_slalom,10570,B0_raw,False,False,nan,60.0,0.5845181838071767,nan,nan,nan,0.1507720947265625,0.047326087951660156,3.0096000306481208,3,3,0,0,0,27,False
replicate_offset_slalom,10571,B0_raw,False,False,nan,60.0,0.5015629964943855,nan,nan,nan,0.219329833984375,0.04728507995605469,2.941050306281893,3,3,0,0,8,117,False
replicate_offset_slalom,10572,B0_raw,False,False,nan,60.0,0.8532297108067723,nan,nan,nan,0.38132286071777344,0.06758880615234375,2.7794990359931333,3,3,0,0,4,28,False
